3:18, 46
3:19, 44
3:20, 48
3:21, 44
3:22, 48
3:23, 44
3:24, 47
3:25, 44
3:26, 45
3:27, 44
3:28, 44
3:29, 44
3:30, 44
3:31, 49
3:32, 53
3:33, 58
3:34, 51
3:35, 57
3:36, 58
3:37, 52
3:38, 52
3:39, 49
3:40, 49
3:41, 51
3:42, 56
3:43, 57
3:44, 56
3:45, 55
3:46, 56
3:47, 49
3:48, 49
3:49, 57
3:50, 51
3:51, 51
3:52, 58
3:53, 55
3:54, 53
3:55, 52
3:56, 56
3:57, 57
3:58, 58
3:59, 50
4:0, 58
4:1, 49
4:2, 54
4:3, 52
4:4, 51
4:5, 52
4:6, 58
4:7, 51
4:8, 53
4:9, 55
4:10, 55
4:11, 53
4:12, 56
4:13, 52
4:14, 52
4:15, 46
4:16, 48
4:17, 45
4:18, 48
4:19, 46
4:20, 44
4:21, 48
4:22, 47
4:23, 48
4:24, 45
4:25, 44
4:26, 45
4:27, 44
4:28, 45
4:29, 44
4:30, 46
4:31, 48
4:32, 48
4:33, 47
4:34, 44
4:35, 47
4:36, 46
4:37, 47
4:38, 45
4:39, 47
4:40, 47
4:41, 45
4:42, 44
4:43, 48
4:44, 48
4:45, 48
4:46, 45
4:47, 45
4:48, 44
4:49, 47
4:50, 46
4:51, 47
4:52, 46
4:53, 44
4:54, 45
4:55, 46
4:56, 53
4:57, 56
4:58, 57
4:59, 58
5:0, 54
5:1, 49
5:2, 57
5:3, 54
5:4, 56
5:5, 56
5:6, 57
5:7, 53
5:8, 54
5:9, 52
5:10, 53
5:11, 49
5:12, 57
5:13, 50
5:14, 52
5:15, 51
5:16, 56
5:17, 58
5:18, 54
5:19, 56
5:20, 56
5:21, 55
5:22, 56
5:23, 54
5:24, 50
5:25, 52
5:26, 58
5:27, 49
5:28, 52
5:29, 55
5:30, 56
5:31, 53
5:32, 51
5:33, 52
5:34, 50
5:35, 55
5:36, 57
5:37, 55
5:38, 54
5:39, 49
5:40, 51
5:41, 57
5:42, 56
5:43, 50
5:44, 52
5:45, 48
5:46, 48
5:47, 47
5:48, 48
5:49, 46
5:50, 44
5:51, 47
5:52, 45
5:53, 46
5:54, 48
5:55, 44
5:56, 48
5:57, 44
5:58, 48
5:59, 48
6:0, 48
6:1, 45
6:2, 45
6:3, 45
6:4, 47
6:5, 47
6:6, 44
6:7, 44
6:8, 46
6:9, 47
6:10, 44
6:11, 45
6:12, 46
6:13, 45
6:14, 44
6:15, 49
6:16, 50
6:17, 54
6:18, 51
6:19, 51
6:20, 49
6:21, 54
6:22, 50
6:23, 54
6:24, 51
6:25, 58
6:26, 56
6:27, 57
6:28, 50
6:29, 55
6:30, 56
6:31, 52
6:32, 49
6:33, 55
6:34, 55
6:35, 54
6:36, 53
6:37, 49
6:38, 54
6:39, 53
6:40, 56
6:41, 57
6:42, 50
6:43, 57
6:44, 52
6:45, 54
6:46, 57
6:47, 53
6:48, 57
6:49, 51
6:50, 50
6:51, 52
6:52, 49
6:53, 57
6:54, 51
6:55, 55
6:56, 56
6:57, 54
6:58, 52
6:59, 53
7:0, 51
7:1, 51
7:2, 51
7:3, 51
7:4, 49
7:5, 49
7:6, 54
7:7, 51
7:8, 50
7:9, 56
